Q1043	https://en.wikipedia.org/wiki?curid=5233	Carl Linnaeus	7	4	0.16731264	cardinal	In the tenth edition of Systema Naturae he further detailed stereotypical characteristics for each variety , based on the concept of the [four] temperaments from classical antiquity , and changed the description of Asians ' skin tone to `` luridus '' -LRB- yellow -RRB- .
Q1442192	https://en.wikipedia.org/wiki?curid=4810756	Paquirri	3	2	0.16619797	cardinal	He was first married to Carmen Ordóñez , with whom he had [two] sons , Cayetano Rivera Ordóñez and Francisco Rivera Ordóñez .
Q2246813	https://en.wikipedia.org/wiki?curid=23615098	Princess_Elisabeth_of_Luxembourg_(1901–1950)	2	8	0.8484181	cardinal	Elisabeth and Ludwig had two children , [five] grandchildren , sixteen great-grandchildren and [three] great-great-grandchildren :
Q258452	https://en.wikipedia.org/wiki?curid=6078774	Pinedjem_II	7	4	0.8408695	cardinal	By Neskhons he had [four] children : two sons , Tjanefer and Masaharta , and two daughters , Itawy and Nesitanebetashru .
Q1397516	https://en.wikipedia.org/wiki?curid=11499016	Wichmann_the_Elder	4	3	0.81714594	cardinal	She left him at least [three] sons and a daughter :
Q3358782	https://en.wikipedia.org/wiki?curid=1331488	Barbro_Holmberg	3	2	0.117306925	cardinal	Holmberg has [two] grandchildren , Sam and Charlie , both children of her daughter Elin and Woods .
Q3972327	https://en.wikipedia.org/wiki?curid=632664	James_Laidlaw_Maxwell	2	2	0.17095722	cardinal	They had [two] sons , John Preston and James Laidlaw Jnr , both of whom later also became medical missionaries .
Q3706312	https://en.wikipedia.org/wiki?curid=22394025	Devlet_Hatun	4	12	0.106100485	ordinal	-- January 1414 -RRB- -LRB- `` Daulat '' meaning `` State '' -RRB- , was the [twelfth] wife of Ottoman Sultan Bayezid I and the mother of Mehmed I.
Q272321	https://en.wikipedia.org/wiki?curid=866668	He_Zizhen	6	4	0.72846925	ordinal	While He Zizhen was in Russia , Mao met and married his [fourth] wife , Jiang Qing .
Q2230153	https://en.wikipedia.org/wiki?curid=25161257	Princess_Catherine_of_Württemberg	1	3	0.773326	cardinal	Catherine was the eldest of [three] children born to William I of Württemberg by his third wife and cousin Pauline Therese of Württemberg .
Q463940	https://en.wikipedia.org/wiki?curid=8818979	Nakayama_Yoshiko	1	6	0.32813048	cardinal	Her son was the eldest of [six] born to Emperor Komei .
Q4718348	https://en.wikipedia.org/wiki?curid=37137335	Alexander_Bening	2	2	0.13569462	cardinal	Bening had [two] sons : Simon Bening , who was trained in his father 's craft , and Paul Bening , whose profession is unknown .
Q4934335	https://en.wikipedia.org/wiki?curid=16653591	Bob_Weiskopf	2	5	0.16420281	ordinal	He has credits for `` I Love Lucy '' which he and his writing partner Bob Schiller joined in the [fifth] season .
Q3487816	https://en.wikipedia.org/wiki?curid=21959065	Kunigunde_of_Poland	5	3	0.76559407	cardinal	Kunigunde 's ancestors in [three] generations
