Q1043	https://en.wikipedia.org/wiki?curid=5233	Carl Linnaeus	7	1	0.246817	cardinal	Ten days after he was appointed Professor , he undertook [an] expedition to the island provinces of Öland and Gotland with six students from the university , to look for plants useful in medicine .
Q3852035	https://en.wikipedia.org/wiki?curid=1116257	Phương_Mai	2	2	0.21611	cardinal	On 5 August 1971 , in Paris , France , Princess Phương Mai married Pietro Badoglio , 2nd Duke of Addis Abeba and Marquess of Sabotino ; they had two children , [a] son and [a] daughter :
Q2246813	https://en.wikipedia.org/wiki?curid=23615098	Princess_Elisabeth_of_Luxembourg_(1901–1950)	2	3	0.141855	cardinal	Elisabeth and Ludwig had two children , five grandchildren , sixteen great-grandchildren and [three] great-great-grandchildren :
Q258452	https://en.wikipedia.org/wiki?curid=6078774	Pinedjem_II	7	4	0.235146	cardinal	By Neskhons he had [four] children : two sons , Tjanefer and Masaharta , and two daughters , Itawy and Nesitanebetashru .
Q1397516	https://en.wikipedia.org/wiki?curid=11499016	Wichmann_the_Elder	4	4	0.216198	cardinal	She left him at least [three] sons and [a] daughter :
Q3358782	https://en.wikipedia.org/wiki?curid=1331488	Barbro_Holmberg	3	2	0.379802	numterm	Her marriage to radio journalist Thomas Nordegren produced three children : one son , Axel and [twins] Elin and Josefin .
Q272321	https://en.wikipedia.org/wiki?curid=866668	He_Zizhen	6	6	0.174552	cardinal	He Zizhen had [three] daughters and [three] sons with Mao Zedong , but except for their daughter , Li Min , all of them either died young or were separated from the family .
Q2230153	https://en.wikipedia.org/wiki?curid=25161257	Princess_Catherine_of_Württemberg	1	2	0.101306	cardinal	Her [two] siblings were Charles I of Württemberg and Augusta , Princess of Saxe-Weimar-Eisenach .
Q4718348	https://en.wikipedia.org/wiki?curid=37137335	Alexander_Bening	2	2	0.212194	cardinal	Bening had [two] sons : Simon Bening , who was trained in his father 's craft , and Paul Bening , whose profession is unknown .
Q295093	https://en.wikipedia.org/wiki?curid=925369	Claude_Lelouch	7	7	0.109548	cardinal	He is the father of [7] children .
Q3487816	https://en.wikipedia.org/wiki?curid=21959065	Kunigunde_of_Poland	5	3	0.352504	cardinal	Kunigunde 's ancestors in [three] generations
Q4347931	https://en.wikipedia.org/wiki?curid=19315870	Signe_Hammarsten-Jansson	3	3	0.133015	cardinal	The couple had [three] children in total : Tove Jansson , Lars Jansson and Per Olov Jansson .
Q1147417	https://en.wikipedia.org/wiki?curid=2083168	Simonetta_Stefanelli	3	3	0.100627	cardinal	They had [three] children together , including actress Violante Placido , and they divorced in 1994 .
Q4013965	https://en.wikipedia.org/wiki?curid=43173230	Virginia_Bourbon_del_Monte	7	7	0.129811	cardinal	Meanwhile , Virginia had to face a tough confrontation with her father-in-law , who tried to claim parental authority over her [seven] children by all means after finding out that the two lovers were about to get married .
