Evaluate CRF++ output file... tp	3	Q1850284	1	9	LatinGreek_trio_3	_o_	NN	O	O	_YES_	O/0.769323	O/0.769323	_COMP_/0.000083	_YES_/0.230594
tp	3	Q1850284	5	1	LatinGreek_trio_3	_o_	NN	O	O	_YES_	O/0.671187	O/0.671187	_COMP_/0.000048	_YES_/0.328765
tp	3	Q1850284	21	1	LatinGreek_trio_3	_o_	NN	O	O	_YES_	O/0.632784	O/0.632784	_COMP_/0.000447	_YES_/0.366769
tp	3	Q1850284	23	5	LatinGreek_trio_3	_o_	NN	O	O	_YES_	O/0.675630	O/0.675630	_COMP_/0.000039	_YES_/0.324331
tp	2	Q7771334	1	5	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.800000	O/0.800000	_COMP_/0.000078	_YES_/0.199922
fn	3	Q322968	5	7	3	_num_	CD	NUMBER	member	_YES_	O/0.976005	O/0.976005	_COMP_/0.000137	_YES_/0.023858
fn	4	Q2633163	1	2	LatinGreek_Quartet_4	_et_	NN	O	O	_YES_	O/0.971330	O/0.971330	_COMP_/0.000010	_YES_/0.028660
fn	4	Q2633163	1	6	LatinGreek_quartet_4	_et_	NN	O	O	_YES_	O/0.984059	O/0.984059	_COMP_/0.000022	_YES_/0.015919
fn	4	Q2633163	1	37	LatinGreek_quartet_4	_et_	NN	O	O	_YES_	O/0.995461	O/0.995461	_COMP_/0.000011	_YES_/0.004528
fn	4	Q2633163	6	1	LatinGreek_quartet_4	_et_	NN	O	O	_YES_	O/0.916642	O/0.916642	_COMP_/0.000308	_YES_/0.083050
fn	4	Q2633163	10	1	LatinGreek_quartet_4	_et_	NN	O	O	_YES_	O/0.917004	O/0.917004	_COMP_/0.000282	_YES_/0.082714
tp	2	Q3961134	1	8	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.848463	O/0.848463	_COMP_/0.000068	_YES_/0.151469
tp	2	Q3961134	5	1	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.670268	O/0.670268	_COMP_/0.000065	_YES_/0.329667
tp	2	Q3961134	13	4	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.669619	O/0.669619	_COMP_/0.000036	_YES_/0.330346
tp	3	Q541380	7	12	LatinGreek_trio_3	_o_	NN	O	O	_YES_	O/0.745902	O/0.745902	_COMP_/0.000069	_YES_/0.254028
fp	3	Q541380	9	2	LatinGreek_duo_2	_o_	NN	O	O	O	O/0.810439	O/0.810439	_COMP_/0.000048	_YES_/0.189513
fn	2	Q7721546	1	9	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.948200	O/0.948200	_COMP_/0.000042	_YES_/0.051758
tp	2	Q7721546	5	33	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.745902	O/0.745902	_COMP_/0.000069	_YES_/0.254029
tp	2	Q7721546	7	9	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.745902	O/0.745902	_COMP_/0.000069	_YES_/0.254028
tp	2	Q2053424	1	2	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.893395	O/0.893395	_COMP_/0.000044	_YES_/0.106561
tp	3	Q7729281	1	9	LatinGreek_trio_3	_o_	NN	O	O	_YES_	O/0.888724	O/0.888724	_COMP_/0.000080	_YES_/0.111196
fn	2	Q17130718	2	4	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.932340	O/0.932340	_COMP_/0.000018	_YES_/0.067642
fn	2	Q17130718	13	4	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.917579	O/0.917579	_COMP_/0.000035	_YES_/0.082386
tp	2	Q17130718	13	32	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.666678	O/0.666678	_COMP_/0.000054	_YES_/0.333268
fn	2	Q17130718	14	1	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.961729	O/0.961729	_COMP_/0.000032	_YES_/0.038239
fn	2	Q849299	1	7	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.949914	O/0.949914	_COMP_/0.000037	_YES_/0.050049
fn	2	Q849299	6	38	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.911221	O/0.911221	_COMP_/0.000029	_YES_/0.088750
tp	5	Q3545802	13	5	five	_num_	CD	NUMBER	member	_YES_	O/0.693428	O/0.693428	_COMP_/0.000057	_YES_/0.306515
fn	3	Q2598661	7	2	three	_num_	CD	NUMBER	member	_YES_	O/0.993402	O/0.993402	_COMP_/0.000007	_YES_/0.006591
fn	3	Q2598661	18	8	three	_num_	CD	NUMBER	member	_YES_	O/0.994855	O/0.994855	_COMP_/0.000004	_YES_/0.005141
fp	4	Q6914353	16	1	LatinGreek_duo_2	_o_	NN	O	O	O	O/0.705804	O/0.705804	_COMP_/0.000038	_YES_/0.294158
tp	3	Q7718803	6	7	LatinGreek_trio_3	_o_	NN	O	O	_YES_	O/0.804616	O/0.804616	_COMP_/0.000032	_YES_/0.195352
fn	3	Q7718803	9	5	LatinGreek_trio_3	_o_	NN	O	O	_YES_	O/0.931498	O/0.931498	_COMP_/0.000022	_YES_/0.068480
tp	3	Q7718803	11	19	three	_num_	CD	NUMBER	member	_YES_	O/0.896000	O/0.896000	_COMP_/0.000017	_YES_/0.103983
fn	4	Q7882730	2	5	four	_num_	CD	NUMBER	woman	_YES_	O/0.989833	O/0.989833	_COMP_/0.000009	_YES_/0.010158
fn	3	Q7726877	2	5	three	_num_	CD	NUMBER	member	_YES_	O/0.973949	O/0.973949	_COMP_/0.000020	_YES_/0.026032
tp	4	Q14853915	2	6	four	_num_	CD	NUMBER	member	_YES_	O/0.693142	O/0.693142	_COMP_/0.000057	_YES_/0.306801
fn	4	Q14853915	27	12	LatinGreek_quartet_4	_et_	NN	O	O	_YES_	O/0.945783	O/0.945783	_COMP_/0.000040	_YES_/0.054177
fp	3	Q936693	28	35	a	_num_	DT	O	title	O	O/0.878511	O/0.878511	_COMP_/0.000026	_YES_/0.121464
fn	2	Q3959759	1	10	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.984134	O/0.984134	_COMP_/0.000027	_YES_/0.015838
tp	2	Q3959759	7	16	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.828917	O/0.828917	_COMP_/0.000065	_YES_/0.171018
tp	2	Q3959759	10	43	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.809563	O/0.809563	_COMP_/0.000048	_YES_/0.190390
fn	2	Q3959759	11	19	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.979365	O/0.979365	_COMP_/0.000017	_YES_/0.020618
tp	2	Q3959759	15	23	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.830589	O/0.830589	_COMP_/0.000050	_YES_/0.169360
tp	2	Q3959759	33	8	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.819790	O/0.819790	_COMP_/0.000071	_YES_/0.180139
fn	2	Q3959759	47	10	LatinGreek_Duo_2	_o_	NN	O	O	_YES_	O/0.966622	O/0.966622	_COMP_/0.000031	_YES_/0.033347
fp	4	Q1476499	21	3	a	_num_	DT	O	b-side	O	O/0.880514	O/0.880514	_COMP_/0.000035	_YES_/0.119450
tp	2	Q2629330	1	6	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.882900	O/0.882900	_COMP_/0.000062	_YES_/0.117038
fn	2	Q2629330	25	17	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.965249	O/0.965249	_COMP_/0.000264	_YES_/0.034487
tp	2	Q2629330	27	21	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.866836	O/0.866836	_COMP_/0.000048	_YES_/0.133116
tp	2	Q2629330	37	12	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.694360	O/0.694360	_COMP_/0.000079	_YES_/0.305562
tp	2	Q2629330	43	1	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.555919	O/0.555919	_COMP_/0.000054	_YES_/0.444027
tp	2	Q2629330	48	1	LatinGreek_duo_2	_o_	NN	O	O	_YES_	O/0.699410	O/0.699410	_COMP_/0.000051	_YES_/0.300538
tp	3	Q17150172	1	14	LatinGreek_trio_3	_o_	NN	O	O	_YES_	O/0.694281	O/0.694281	_COMP_/0.000121	_YES_/0.305598
fn	3	Q17150172	3	1	three	_num_	CD	NUMBER	member	_YES_	O/0.950538	O/0.950538	_COMP_/0.000012	_YES_/0.049450
tp	3	Q17150172	22	4	LatinGreek_trio_3	_o_	NN	O	O	_YES_	O/0.756518	O/0.756518	_COMP_/0.000058	_YES_/0.243424
